memory_point,kind,likes,reason,author,created_at,text,url
旗熠青海与应援色,post,0,粉丝点评/关系记忆表达明确,南枝桥木,01月29日 20:49,#云熠星河#云熠久久@郝熠然 @云旗Yunqi 从认识云旗，到喜欢郝熠然，再到看到云熠并肩出现。原来喜欢，是看着他们各自闪光，也彼此映照。小星河一直在，旗熠青一直亮#云旗郝熠然# ​,https://m.weibo.cn/detail/5260527623736560
旗熠青海与应援色,post,0,粉丝点评/关系记忆表达明确,yakkdidi,01月29日 20:49,#云熠星河#不想争，也不想吵，只想好好守份喜欢。旗熠青，是我选择站的颜色。 ​,https://m.weibo.cn/detail/5260527598048321
星河宇宙与引力文案,post,0,粉丝点评/关系记忆表达明确,YD葵安,01月29日 20:49,云熠星河超话1.喜欢云熠，不是因为热闹，而是他们站在一起时，那种让人安心的感觉。云熠同频，星河共鸣。2.作为粉丝，能做的不多，就把尊重、喜欢和善意放在这里。支持云旗，也支持郝熠然。这是小星河的心意。3.他们各自认真走路，也在彼此身旁发光。这样的并肩，很难得。云熠同频，星河共鸣 💚4.不想争，也不想吵，只想好好守着这份喜欢。旗熠青，是我选择站的颜色。5.有些喜欢是安静的，但一直在。小星河在，云熠在。 #小星河##云熠星河#,https://m.weibo.cn/detail/5260527486108132
旗熠青海与应援色,post,0,粉丝点评/关系记忆表达明确,南枝桥木,01月29日 20:49,#云熠星河#云熠久久@云旗Yunqi @郝熠然 从认识云旗，到喜欢郝熠然，再到看到云熠并肩出现。原来喜欢，是看着他们各自闪光，也彼此映照。小星河一直在，旗熠青一直亮#云旗郝熠然# ​,https://m.weibo.cn/detail/5260527477197174
星河宇宙与引力文案,post,0,粉丝点评/关系记忆表达明确,音残颜,01月29日 20:47,云熠星河超话 1.喜欢云熠，不是因为热闹，而是他们站在一起时，那种让人安心的感觉。云熠同频，星河共鸣。2.作为粉丝，能做的不多，就把尊重、喜欢和善意放在这里。支持云旗，也支持郝熠然。这是小星河的心意。3.他们各自认真走路，也在彼此身旁发光。这样的并肩，很难得。云熠同频，星河共鸣 💚4.不想争，也不想吵，只想好好守着这份喜欢。旗熠青，是我选择站的颜色。5.有些喜欢是安静的，但一直在。小星河在，云熠在。@云旗Yunqi @郝熠然,https://m.weibo.cn/detail/5260527179927112
星河宇宙与引力文案,post,0,粉丝点评/关系记忆表达明确,Q浅x笑Qx,01月29日 20:45,#云熠星河#1.喜欢云熠，不是因为热闹，而是他们站在一起时，那种让人安心的感觉。云熠同频，星河共鸣。2.作为粉丝，能做的不多，就把尊重、喜欢和善意放在这里。支持云旗，也支持郝熠然。这是小星河的心意。3.他们各自认真走路，也在彼此身旁发光。这样的并肩，很难得。云熠同频，星河共鸣 💚4.不想争，也不想吵，只想好好守着这份喜欢。旗熠青，是我选择站的颜色。5.有些喜欢是安静的，但一直在。小星河在，云熠在。,https://m.weibo.cn/detail/5260526596131126
星河宇宙与引力文案,post,0,粉丝点评/关系记忆表达明确,Q浅x笑Qx,01月29日 20:45,#云熠星河#1.喜欢云熠，不是因为热闹，而是他们站在一起时，那种让人安心的感觉。云熠同频，星河共鸣。2.作为粉丝，能做的不多，就把尊重、喜欢和善意放在这里。支持云旗，也支持郝熠然。这是小星河的心意。3.他们各自认真走路，也在彼此身旁发光。这样的并肩，很难得。云熠同频，星河共鸣 💚4.不想争，也不想吵，只想好好守着这份喜欢。旗熠青，是我选择站的颜色。5.有些喜欢是安静的，但一直在。小星河在，云熠在。,https://m.weibo.cn/detail/5260526471090311
旗熠青海与应援色,post,0,粉丝点评/关系记忆表达明确,小罐罐子,01月29日 20:44,#云熠星河#旗熠青真是美好的颜色，每一次敲击“青”字都仿佛摩挲了一遍你们的名字。 ​,https://m.weibo.cn/detail/5260526310657313
旗熠青海与应援色,post,0,粉丝点评/关系记忆表达明确,云熠是我的心头好,01月29日 20:44,云熠星河超话#云熠星河# 不想争，也不想吵，只想好好守着这份喜欢。旗熠青，是我选择站的颜色。 ​,https://m.weibo.cn/detail/5260526222313254
星河宇宙与引力文案,post,0,粉丝点评/关系记忆表达明确,Q浅x笑Qx,01月29日 20:44,#云熠星河#1.喜欢云熠，不是因为热闹，而是他们站在一起时，那种让人安心的感觉。云熠同频，星河共鸣。2.作为粉丝，能做的不多，就把尊重、喜欢和善意放在这里。支持云旗，也支持郝熠然。这是小星河的心意。3.他们各自认真走路，也在彼此身旁发光。这样的并肩，很难得。云熠同频，星河共鸣 💚4.不想争，也不想吵，只想好好守着这份喜欢。旗熠青，是我选择站的颜色。5.有些喜欢是安静的，但一直在。小星河在，云熠在。,https://m.weibo.cn/detail/5260526193479376
旗熠青海与应援色,post,0,粉丝点评/关系记忆表达明确,西柚草莓汁_,01月29日 20:43,#云熠星河#.不想争，也不想吵，只想好好守着这份喜欢。旗熠青，是我选择站的颜色。 ​,https://m.weibo.cn/detail/5260526089407358
星河宇宙与引力文案,post,0,粉丝点评/关系记忆表达明确,熠旗走不回头,01月29日 20:43,#云熠星河# 🌌 #云旗郝熠然#浩瀚无垠的宇宙，旗熠青是唯一的亮色，永熠星河。 ​,https://m.weibo.cn/detail/5260526045369665
星河宇宙与引力文案,post,0,粉丝点评/关系记忆表达明确,苹果奶泡,01月29日 20:40,#云熠星河#浩瀚无垠的宇宙，旗熠青是唯一的亮色，永熠星河。 ​,https://m.weibo.cn/detail/5260525228788334
星河宇宙与引力文案,post,0,粉丝点评/关系记忆表达明确,请叫我厍姑娘,01月29日 20:38,#云熠星河#1.喜欢云熠，不是因为热闹，而是他们站在一起时，那种让人安心的感觉。云熠同频，星河共鸣。2.作为粉丝，能做的不多，就把尊重、喜欢和善意放在这里。支持云旗，也支持郝熠然。这是小星河的心意。3.他们各自认真走路，也在彼此身旁发光。这样的并肩，很难得。云熠同频，星河共鸣 💚4.不想争，也不想吵，只想好好守着这份喜欢。旗熠青，是我选择站的颜色。5.有些喜欢是安静的，但一直在。小星河在，云熠在。,https://m.weibo.cn/detail/5260524838982740
旗熠青海与应援色,post,0,粉丝点评/关系记忆表达明确,璃木笙,01月29日 20:38,#云熠星河#作为小星河，只想守好自己的喜欢。支持云旗，支持郝熠然，也珍惜云熠带来的美好瞬间。不参与纷争，只为热爱发声。旗熠青，是我们的答案。 ​,https://m.weibo.cn/detail/5260524738841922
旗熠青海与应援色,post,0,粉丝点评/关系记忆表达明确,白晏慕然-云熠,01月29日 20:38,#云熠星河#旗熠青真是美好的颜色，每一次敲击“青”字都仿佛摩挲了一遍你们的名字。云熠星河超话 ​,https://m.weibo.cn/detail/5260524722061427
旗熠青海与应援色,post,0,粉丝点评/关系记忆表达明确,妍妍-Chu褚,01月29日 20:37,#云熠星河#🌌云熠星河超话 从认识云旗，到喜欢郝熠然，再到看到云熠并肩出现。原来喜欢，是看着他们各自闪光，也彼此映照。小星河一直在，旗熠青一直亮 @云旗Yunqi @郝熠然 ​,https://m.weibo.cn/detail/5260524436587913
星河宇宙与引力文案,post,0,粉丝点评/关系记忆表达明确,会咬人的提莫队长,01月29日 20:34,云熠星河超话#云熠星河##云旗郝熠然# 1.喜欢云熠，不是因为热闹，而是他们站在一起时，那种让人安心的感觉。云熠同频，星河共鸣。2.作为粉丝，能做的不多，就把尊重、喜欢和善意放在这里。支持云旗，也支持郝熠然。这是小星河的心意。3.他们各自认真走路，也在彼此身旁发光。这样的并肩，很难得。云熠同频，星河共鸣 💚4.不想争，也不想吵，只想好好守着这份喜欢。旗熠青，是我选择站的颜色。5.有些喜欢是安静的，但一直在。小星河在，云熠在。,https://m.weibo.cn/detail/5260523839161262
星河宇宙与引力文案,post,0,粉丝点评/关系记忆表达明确,会咬人的提莫队长,01月29日 20:34,云熠星河超话#云熠星河##云旗郝熠然# 1.喜欢云熠，不是因为热闹，而是他们站在一起时，那种让人安心的感觉。云熠同频，星河共鸣。2.作为粉丝，能做的不多，就把尊重、喜欢和善意放在这里。支持云旗，也支持郝熠然。这是小星河的心意。3.他们各自认真走路，也在彼此身旁发光。这样的并肩，很难得。云熠同频，星河共鸣 💚4.不想争，也不想吵，只想好好守着这份喜欢。旗熠青，是我选择站的颜色。5.有些喜欢是安静的，但一直在。小星河在，云熠在。,https://m.weibo.cn/detail/5260523736403236
旗熠青海与应援色,post,0,粉丝点评/关系记忆表达明确,旗迹熠然wan,01月29日 20:32,#云熠星河#小星河一直在，旗熠青一直亮。 ​,https://m.weibo.cn/detail/5260523199268609
星河宇宙与引力文案,post,0,粉丝点评/关系记忆表达明确,熠旗走不回头,01月29日 20:29,#云熠星河# 🌌 #云旗郝熠然#浩瀚无垠的宇宙，旗熠青是唯一的亮色，永熠星河。@云旗Yunqi @郝熠然 ​,https://m.weibo.cn/detail/5260522630943107
旗熠青海与应援色,post,0,粉丝点评/关系记忆表达明确,小桑晚xy,01月29日 20:29,#云熠星河#云熠星河超话 作为小星河，只想守好自己的喜欢。支持云旗，支持郝熠然，也珍惜云熠带来的美好瞬间。不参与纷争，只为热爱发声。旗熠青，是我们的答案。@郝熠然 @云旗Yunqi ​,https://m.weibo.cn/detail/5260522479944129
旗熠青海与应援色,post,0,粉丝点评/关系记忆表达明确,阿宁要谦虚,01月29日 20:29,云熠星河超话#云熠星河#🌃云熠星河超话 如果爱有颜色那一定青色因为旗熠青 ​,https://m.weibo.cn/detail/5260522451639844
旗熠青海与应援色,post,0,粉丝点评/关系记忆表达明确,爱旗熠gg,01月29日 20:28,#云熠星河##云熠星河#作为小星河，只想守好自己的喜欢。支持云旗，支持郝熠然，也珍惜云熠带来的美好瞬间。不参与纷争，只为热爱发声。旗熠青，是我们的答案。 ​,https://m.weibo.cn/detail/5260522316365882
旗熠青海与应援色,post,0,粉丝点评/关系记忆表达明确,yun--qi--99,01月29日 20:28,#云熠星河##云熠星河#🌃云熠星河超话 如果爱有颜色那一定青色因为旗熠青 ​,https://m.weibo.cn/detail/5260522266034394
星河宇宙与引力文案,post,0,粉丝点评/关系记忆表达明确,宝宝的好运气_郝云旗,01月29日 20:28,云熠星河超话#云旗郝熠然#浩瀚无垠的宇宙，旗熠青是唯一的亮色，永熠星河。@云旗Yunqi @郝熠然 ​,https://m.weibo.cn/detail/5260522183197007
星河宇宙与引力文案,post,0,粉丝点评/关系记忆表达明确,一只被炸过的草莓,01月29日 20:27,云熠星河超话🌌 #云熠星河# 浩瀚无垠的宇宙，旗熠青是唯一的亮色，永熠星河此爱隔山海，山海皆可平大胆往前走，我们一直都在！ ​,https://m.weibo.cn/detail/5260522111109135
旗熠青海与应援色,post,0,粉丝点评/关系记忆表达明确,李家曉妹,01月29日 20:27,#云熠星河#喜欢你们，不止是昨天，今天，还有明天。小星河一直在，旗熠青一直亮。 ​,https://m.weibo.cn/detail/5260522048196471
星河宇宙与引力文案,post,0,粉丝点评/关系记忆表达明确,雨落无痕H,01月29日 20:26,#云熠星河# 🌌 #云旗郝熠然#浩瀚无垠的宇宙，旗熠青是唯一的亮色，永熠星河。@云旗Yunqi @郝熠然 ​,https://m.weibo.cn/detail/5260521738608838
旗熠青海与应援色,post,0,粉丝点评/关系记忆表达明确,qiqilucky99,01月29日 20:25,#云熠星河#从认识云旗，到喜欢郝熠然，再到看到云熠并肩出现。原来喜欢，是看着他们各自闪光，也彼此映照。小星河一直在，旗熠青一直亮。 ​,https://m.weibo.cn/detail/5260521519449207
星河宇宙与引力文案,post,0,粉丝点评/关系记忆表达明确,KIKIKO_钱,01月29日 20:22,#云熠星河#云熠99，浩瀚无垠的宇宙，旗熠青是唯一的亮色，永熠星河。我和star、豆芽一起祝福 ​,https://m.weibo.cn/detail/5260520856751934
旗熠青海与应援色,post,0,粉丝点评/关系记忆表达明确,小青龙020705,01月29日 20:22,#云熠星河#且视他人之疑目如盏盏鬼火，大胆去走你的夜路。云熠星河以旗熠青为炬，伴郝熠然云旗无畏前行，纵有纷扰，我们始终同在❤️ ​,https://m.weibo.cn/detail/5260520709947760
星河宇宙与引力文案,post,0,粉丝点评/关系记忆表达明确,KIKIKO_钱,01月29日 20:22,#云熠星河#云熠99，浩瀚无垠的宇宙，旗熠青是唯一的亮色，永熠星河。 ​,https://m.weibo.cn/detail/5260520685044839
星河宇宙与引力文案,post,0,粉丝点评/关系记忆表达明确,熠旗走不回头,01月29日 20:21,#云熠星河# 🌌 #云旗郝熠然#浩瀚无垠的宇宙，旗熠青是唯一的亮色，永熠星河。@云旗Yunqi @郝熠然 ​,https://m.weibo.cn/detail/5260520603259679
星河宇宙与引力文案,post,0,粉丝点评/关系记忆表达明确,BiuBliuBiu,01月29日 20:21,#云熠星河# 🌌 #云旗郝熠然#浩瀚无垠的宇宙，旗熠青是唯一的亮色，永熠星河。@云旗Yunqi @郝熠然 ​,https://m.weibo.cn/detail/5260520567604115
星河宇宙与引力文案,post,0,粉丝点评/关系记忆表达明确,不爱吃菜的猫-miao,01月29日 20:19,#云熠星河# 🌌 #云旗郝熠然#浩瀚无垠的宇宙，旗熠青是唯一的亮色，永熠星河。@云旗Yunqi @郝熠然 ​,https://m.weibo.cn/detail/5260520137689745
星河宇宙与引力文案,post,0,粉丝点评/关系记忆表达明确,草家一员,01月29日 20:18,#云熠星河# 🌌 #云旗郝熠然#浩瀚无垠的宇宙，旗熠青是唯一的亮色，永熠星河。云熠99@云旗Yunqi @郝熠然 ​,https://m.weibo.cn/detail/5260519640663836
星河宇宙与引力文案,post,0,粉丝点评/关系记忆表达明确,一厘雾,01月29日 20:17,#云熠星河##云熠星河# 🌌 #云旗郝熠然#浩瀚无垠的宇宙，旗熠青是唯一的亮色，永熠星河。@云旗Yunqi @郝熠然 ​,https://m.weibo.cn/detail/5260519628868493
星河宇宙与引力文案,post,0,粉丝点评/关系记忆表达明确,KIKIKO_钱,01月29日 20:17,#云熠星河# 🌌 #云旗郝熠然#浩瀚无垠的宇宙，旗熠青是唯一的亮色，永熠星河。@云旗Yunqi @郝熠然 ​,https://m.weibo.cn/detail/5260519564908361
星河宇宙与引力文案,post,0,粉丝点评/关系记忆表达明确,·Datura,01月29日 20:15,#云熠星河##云熠星河# 🌌 #云旗郝熠然#浩瀚无垠的宇宙，旗熠青是唯一的亮色，永熠星河。 ​,https://m.weibo.cn/detail/5260518966437065
星河宇宙与引力文案,post,0,粉丝点评/关系记忆表达明确,雨落无痕H,01月29日 20:14,#云熠星河# 🌌 #云旗郝熠然#浩瀚无垠的宇宙，旗熠青是唯一的亮色，永熠星河。@云旗Yunqi @郝熠然 ​,https://m.weibo.cn/detail/5260518697993075
旗熠青海与应援色,post,0,粉丝点评/关系记忆表达明确,夏夏晚安啦,01月29日 16:01,#云熠星河#旗熠青真是美好的颜色，每一次敲击“青”字都仿佛摩挲了一遍你们的名字。 ​,https://m.weibo.cn/detail/5260455040782823
旗熠青海与应援色,post,0,粉丝点评/关系记忆表达明确,泽年-_,01月29日 15:53,#云熠星河#旗熠青真是美好的颜色，每一次敲击“青”字都仿佛摩挲了一遍你们的名字。@云旗Yunqi@郝熠然 ​,https://m.weibo.cn/detail/5260453163041732
旗熠青海与应援色,post,0,粉丝点评/关系记忆表达明确,榆誉青,01月29日 12:11,#云熠星河# 旗熠青真是美好的颜色，每一次敲击“青”字都仿佛摩挲了一遍你们的名字。@云旗Yunqi@郝熠然 ​,https://m.weibo.cn/detail/5260397088869233
旗熠青海与应援色,post,0,粉丝点评/关系记忆表达明确,白日梦想叫醒家,01月29日 01:58,旗熠青，在一起,https://m.weibo.cn/detail/5260243038897678
星河宇宙与引力文案,post,0,粉丝点评/关系记忆表达明确,云熠同频-星河共鸣,01月29日 01:49,#云熠星河##云熠星河# 🌌 #云旗郝熠然#浩瀚无垠的宇宙，旗熠青是唯一的亮色，永熠星河。@云旗Yunqi @郝熠然 ​,https://m.weibo.cn/detail/5260240696115653
旗熠青海与应援色,post,0,粉丝点评/关系记忆表达明确,嗯呐唉嗨呦,01月29日 00:22,#云熠星河# 且视他人之疑目如盏盏鬼火，大胆去走你的夜路。云熠星河以旗熠青为炬，伴郝熠然云旗无畏前行，纵有纷扰，我们始终同在❤️ ​,https://m.weibo.cn/detail/5260218755451666
旗熠青海与应援色,post,0,粉丝点评/关系记忆表达明确,嗯呐唉嗨呦,01月29日 00:22,#云熠星河#且视他人之疑目如盏盏鬼火，大胆去走你的夜路。云熠星河以旗熠青为炬，伴郝熠然云旗无畏前行，纵有纷扰，我们始终同在❤️ ​,https://m.weibo.cn/detail/5260218662656199
同框默契与并肩感,post,0,粉丝点评/关系记忆表达明确,郝同学2233,01月29日 00:13,#云熠星河#总觉得世间最珍贵的缘分，莫过于在茫茫人海中，遇见两个能彼此照亮、互相成就的人——于我们而言，郝熠然与云旗，便是这样的存在。自他们并肩出现在视野里的那一刻起，云熠星河便有了滚烫的温度，那抹独属于我们的旗熠青，也从单一的色彩，变成了藏着无数心动、承载着满满守护的信仰图腾。 郝熠然的温柔，是那种深入骨髓的妥帖。他会记得身边人的小习惯，会在不经意间流露关心，说话时的语速、待人时的分寸，都透着让人安心的力量。就像冬日里的暖阳，不灼人却足够温暖，默默驱散所有阴霾，让靠近他的人都能感受到踏实的暖意。而云旗的鲜活，是藏,https://m.weibo.cn/detail/5260216413195469
演唱会奔赴与巡演回忆,post,0,粉丝点评/关系记忆表达明确,郝同学2233,01月29日 00:09,#云熠星河#所爱隔山海，山海皆可平；所念皆星河，星河皆熠旗。世间千万种相遇，唯有郝熠然与云旗的相伴，成了云熠星河心底最绵长的温柔，成了漫漫长路里最坚定的奔赴，那抹独有的旗熠青，也因这份相遇，化作跨越山海的舟，照亮星河的光。 郝熠然的沉稳，是藏在细节里的温柔，是行至前路的笃定，像静立的山，予人安稳；云旗的鲜活，是漾在眉眼间的明朗，是并肩同行的热忱，像拂面的风，予人欢喜。他们站在一起，便自成风景，无需刻意的铺垫，不必多余的言语，一个眼神的交汇，一次自然的靠近，都是独属于彼此的默契，这份美好，纯粹而珍贵，刻在云熠星河的心,https://m.weibo.cn/detail/5260215566991857
不拆承诺与1.4定海神针,post,0,粉丝点评/关系记忆表达明确,原来早就不是你,01月29日 22:58,#云熠星河##云旗郝熠然# 28.4万见证的承诺，小星河陪云熠赴一场永不拆解的浪漫 ​,https://m.weibo.cn/detail/5260559981479779
小星河与引力场守护,post,0,粉丝点评/关系记忆表达明确,小苔贼拉酷,01月29日 22:55,#云熠星河##云旗##云熠星河# @郝熠然 @云旗Yunqi 你俩就好好的，一直幸福下去，我们小星河是你们最坚强的后盾，未来的路熠旗走 ​,https://m.weibo.cn/detail/5260559303054246
小星河与引力场守护,post,0,粉丝点评/关系记忆表达明确,小苔贼拉酷,01月29日 22:48,#云旗##云熠星河# @郝熠然 @云旗Yunqi 你俩就好好的，一直幸福下去，我们小星河是你们最坚强的后盾，未来的路熠旗走 ​,https://m.weibo.cn/detail/5260557406175784
同框默契与并肩感,post,0,粉丝点评/关系记忆表达明确,虾仁不眨眼yyxh,01月29日 22:38,#云熠星河#小星河始终坚信，这份“不拆”的承诺，会伴着他们从并肩同行到星光万丈，我们也会陪着云熠，岁岁相依，永不离散 ​,https://m.weibo.cn/detail/5260554928919475
同框默契与并肩感,post,0,粉丝点评/关系记忆表达明确,梦里水乡35,01月29日 22:34,#云熠星河#云熠星河超话#云熠星河#熠然生辉✨ 剧里是樊霄与游书朗的双向救赎，剧外是并肩同行的彼此底气。籍籍无名时牵手，人声鼎沸时不放，这才是最戳人的双向奔赴啊！小星河永远为云熠的温柔与真诚心动～ ​,https://m.weibo.cn/detail/5260554098442496
同框默契与并肩感,post,0,粉丝点评/关系记忆表达明确,梦里水乡35,01月29日 22:34,#云熠星河#云熠星河超话#云熠星河#熠然生辉✨ 剧里是樊霄与游书朗的双向救赎，剧外是并肩同行的彼此底气。籍籍无名时牵手，人声鼎沸时不放，这才是最戳人的双向奔赴啊！小星河永远为云熠的温柔与真诚心动～ ​,https://m.weibo.cn/detail/5260553968946224
同框默契与并肩感,post,0,粉丝点评/关系记忆表达明确,梦里水乡35,01月29日 22:33,#云熠星河##云熠星河#熠然生辉✨ 剧里是樊霄与游书朗的双向救赎，剧外是并肩同行的彼此底气。籍籍无名时牵手，人声鼎沸时不放，这才是最戳人的双向奔赴啊！小星河永远为云熠的温柔与真诚心动～ ​,https://m.weibo.cn/detail/5260553633138630
小星河与引力场守护,post,0,粉丝点评/关系记忆表达明确,Tina06909,01月29日 22:27,云熠星河超话 #小星河# 演员云旗超话 郝熠然超话 看着你们一路成长，不断收获认可和偏爱，稚嫩雏鸟终展开健硕翅膀，翱翔于自己的广阔天空。万般骄傲无法言说，我的大明星终将红透半边天！接下来的路，你们奔赴光明，勇敢去飞，去闯，我们永远在你们身后，坚定守护，岁岁不离！@云旗Yunqi @郝熠然 ​ ​//@LuckyGalaxy-熠起云游:其实这个评论吃了一百个普普才写出来的//@云旗Yunqi:回复@鲸音澜海:以前我总以为，底气是握在手里的实力。 直到被你们的眼睛照亮，才明白我的“孤勇”里，早有你们的包容铺路。就,https://m.weibo.cn/detail/5260552224117279
同框默契与并肩感,post,0,粉丝点评/关系记忆表达明确,岁岁岁岁闲,01月29日 22:26,#云熠星河#真的好配啊，就这样一直并肩走下去吧，我们小星河也会一直陪着你们哒 ​,https://m.weibo.cn/detail/5260551971145135
演唱会奔赴与巡演回忆,post,0,粉丝点评/关系记忆表达明确,好运皆宜,01月29日 22:24,云熠星河超话来分享一个好听的歌曲《🎵 Dear D (亲爱的告诉你) - 项睿娴》《Dear D（亲爱的告诉你）》@汽水音乐 O网页链接 想起初次见面 你害羞侧脸 不敢看我双眼 只是把头点点 无止境的聊天 忘记了时间 约好下次地点 你没给我WeChat 是不是为了有点悬念 让我再梦你一遍 哦亲爱滴 告诉你 我有许多小淘气 哦亲爱滴 再靠近 接住我所有情绪 哦亲爱滴 在乎你 藏着一些怪脾气 哦亲爱滴 没关系 好想好想在一起 是不是为了一个吻别 所以跑我梦里面 哦亲爱滴 告诉你 我有许多小淘气 哦亲爱滴 再靠近 接住,https://m.weibo.cn/detail/5260551413566156
星河宇宙与引力文案,post,0,粉丝点评/关系记忆表达明确,云熠是我的心头好,01月29日 22:19,有些喜欢是安静的， 但一直在。 小星河在，云熠在。//@转角一只猫:目光所及皆是你，热爱从未缺席，愿你被世界温柔以待，我们陪你奔赴所有美好与未来。追着光，也追着你，愿你前路坦荡，岁岁无忧。@郝熠然,https://m.weibo.cn/detail/5260550235488436
星河宇宙与引力文案,post,0,粉丝点评/关系记忆表达明确,小森森yaya,01月29日 22:19,#云熠星河#云熠星河超话不是所有的labubu都叫labubu。 1️⃣Labubu：家族核心人物，与Zimomo同属一个种族，恋人是Tycoco，顽皮但善良。 2️⃣Zimomo：家族首领，体型较大，有一条标志性尾巴，充满智慧和领导力，爱冒险爱玩耍。 3️⃣Tycoco：Labubu的恋人，神秘而迷人，在家族中扮演重要角色，与Labubu共同面对各种挑战。 4️⃣ Mokoko：与Labubu同族，粉色毛发，有爱心形状小鼻子，与Labubu有深厚友谊和默契，Pippo是她的好友。 5️⃣Spooky：疑似Lab,https://m.weibo.cn/detail/5260550183322683
星河宇宙与引力文案,post,0,粉丝点评/关系记忆表达明确,云深见熠-见过普普版,01月29日 22:15,#云熠星河#🌌云熠星河超话似有许多话想说，却又不知从何说起，从未想过有一天自己也会疯狂的加入追星的队伍。短短半个月时间，知道了什么是周边，什么叫秒切，学会了支持SW，超话打卡，发微博等等新技能，开始了每天滋着大牙刷视频的日子！始于颜值，陷于才华，忠于人品，我想一部剧并不足以让我如此热烈的爱上两个人，我爱的是什么呢？是赤诚热烈，敢作敢为，会跳起来跟大家打招呼的云旗！是温文尔雅，温柔内敛，会因为粉丝偷偷红了眼眶的郝熠然！是你们用真诚收获了我们这些小星河的真心！是你们的出现让我在日复一日、枯燥乏味的工作与家庭中看到新的,https://m.weibo.cn/detail/5260549300423835
不拆承诺与1.4定海神针,post,0,粉丝点评/关系记忆表达明确,金鱼木鱼baby,01月29日 22:15,#云熠星河#云熠星河超话#云熠星河##云旗郝熠然# 尽管因为一个人的个人行为就污蔑整个团体抄袭并冒犯别人的广场尽管因为一个账号直播间的发言就再次污蔑整个团体并再次冒犯别人的广场但小星河们记住 对于恶意者的故意激怒行为 你忍不住反击 会掉入更大的陷阱 不知道是不是什么连环污蔑计呢专注自家 只洗咱们的广场就好了 不要去给那些人增加点击量了 遇到人格侮辱直接举报就好了最后 云熠99,https://m.weibo.cn/detail/5260549165424154
不拆承诺与1.4定海神针,post,0,粉丝点评/关系记忆表达明确,金鱼木鱼baby,01月29日 22:15,#云熠星河#云熠星河超话#云熠星河##云旗郝熠然# 尽管因为一个人的个人行为就污蔑整个团体抄袭并冒犯别人的广场尽管因为一个账号直播间的发言就再次污蔑整个团体并再次冒犯别人的广场但小星河们记住 对于恶意者的故意激怒行为 你忍不住反击 会掉入更大的陷阱 不知道是不是什么连环污蔑计呢专注自家 只洗咱们的广场就好了 不要去给那些人增加点击量了 遇到人格侮辱直接举报就好了最后 云熠99,https://m.weibo.cn/detail/5260549119284971
星河宇宙与引力文案,post,0,粉丝点评/关系记忆表达明确,云熠小温柔,01月29日 22:15,#云熠星河#云熠星河超话 不是谁照亮谁，是两束光重构宇宙引力，云熠星河自有光芒，小星河永远为你们撑腰！@云旗Yunqi @郝熠然 ​,https://m.weibo.cn/detail/5260549082581368
不拆承诺与1.4定海神针,post,0,粉丝点评/关系记忆表达明确,金鱼木鱼baby,01月29日 22:14,#云熠星河#云熠星河超话#云熠星河##云旗郝熠然# 尽管因为一个人的个人行为就污蔑整个团体抄袭并冒犯别人的广场尽管因为一个账号直播间的发言就再次污蔑整个团体并再次冒犯别人的广场但小星河们记住 对于恶意者的故意激怒行为 你忍不住反击 会掉入更大的陷阱 不知道是不是什么连环污蔑计呢专注自家 只洗咱们的广场就好了 不要去给那些人增加点击量了 遇到人格侮辱直接举报就好了最后 云熠99,https://m.weibo.cn/detail/5260549063444750
不拆承诺与1.4定海神针,post,0,粉丝点评/关系记忆表达明确,金鱼木鱼baby,01月29日 22:14,#云熠星河#云熠星河超话#云熠星河##云旗郝熠然# 尽管因为一个人的个人行为就污蔑整个团体抄袭并冒犯别人的广场尽管因为一个账号直播间的发言就再次污蔑整个团体并再次冒犯别人的广场但小星河们记住 对于恶意者的故意激怒行为 你忍不住反击 会掉入更大的陷阱 不知道是不是什么连环污蔑计呢专注自家 只洗咱们的广场就好了 不要去给那些人增加点击量了 遇到人格侮辱直接举报就好了最后 云熠99,https://m.weibo.cn/detail/5260548947315521
不拆承诺与1.4定海神针,post,0,粉丝点评/关系记忆表达明确,金鱼木鱼baby,01月29日 22:14,#云熠星河#云熠星河超话#云熠星河##云旗郝熠然# 尽管因为一个人的个人行为就污蔑整个团体抄袭并冒犯别人的广场尽管因为一个账号直播间的发言就再次污蔑整个团体并再次冒犯别人的广场但小星河们记住 对于恶意者的故意激怒行为 你忍不住反击 会掉入更大的陷阱 不知道是不是什么连环污蔑计呢专注自家 只洗咱们的广场就好了 不要去给那些人增加点击量了 遇到人格侮辱直接举报就好了最后 云熠99,https://m.weibo.cn/detail/5260548864213461
小星河与引力场守护,post,0,粉丝点评/关系记忆表达明确,暗痕残血,01月29日 22:14,#云熠星河# 不知道这一条有多少小星河可以看到。 现在他们两个人开始郝起来了，现在所发生的一切都是火起来所必经的一些路。 会不断有pph引战，可能会有不同的粉丝群体发起攻击，可能会出现很多动荡人心的言论，等等等等。 这些之前追的时候就已经见识很多了。 主要目的就是为了磨平大家对云熠的热情。当大家疲于应付这些的时候，他们的目的就达到了。之前追星的时候见识过很多的同担，因为这些事情离开。 人的热情都是有限的，当被这些反黑、空瓶、洗广场占据大部分时间和心情的时候，可能大家对于他们的喜欢就会被这些负面情绪所占据。 所以，请,https://m.weibo.cn/detail/5260548830137828
