up主名字,主要知识领域,总权重,提及次数,回答提及数,评论提及数,正向/推荐,负向/避雷,中性/提及,代表点评,来源URL样例
知识产权,语言/英语,15184,1,1,0,0,0,1,知识产权： https://www. bilibili.com/video/av54 90679 世界神话： https://www. bilibili.com/video/av86 94513/ 电影史： https://www. bilibili.com/video/av14 488202/,https://www.zhihu.com/question/265883810/answer/990584633
科学史,科普/自然科学,15184,1,1,0,0,0,1,科学史： https://www. bilibili.com/video/av62 623825/ 天文学： https://www. bilibili.com/video/av46 85060 生态学： https://www. bilibili.com/video/av52 54400,https://www.zhihu.com/question/265883810/answer/990584633
线性代数,数学/物理,15184,1,1,0,0,0,1,线性代数： https://www. bilibili.com/video/av39 837804 微积分预备： https://www. bilibili.com/video/av14 223492 微积分： https://www. bilibili.com/video/av12 887175,https://www.zhihu.com/question/265883810/answer/990584633
综合类,语言/英语,15184,1,1,0,1,0,0,综合类：各个学科的课程合集以及许多公开课视频。 语言类：英语和日语学习合集，系统课程与技巧均包括。 技能类：绘画/后期/ppt/学习技巧等up主推荐。 综合类 一、十分钟速成课,https://www.zhihu.com/question/265883810/answer/990584633
美国史,语言/英语,15184,1,1,0,0,0,1,美国史： https://www. bilibili.com/video/av62 237939 有机化学： https://www. bilibili.com/video/av62 155477 基础化学： https://www. bilibili.com/video/av62 150339,https://www.zhihu.com/question/265883810/answer/990584633
艺术史,艺术/审美,15184,1,1,0,0,0,1,艺术史： https://www. bilibili.com/video/av46 632023 美国史： https://www. bilibili.com/video/av62 237939 有机化学： https://www. bilibili.com/video/av62 155477,https://www.zhihu.com/question/265883810/answer/990584633
英语词根词缀讲解全集,语言/英语,15184,1,1,0,1,0,0,英语词根词缀讲解全集：每集时长几分钟，实用易懂，上手快还好坚持。传送门： https://www. bilibili.com/video/av51 475076 【语法】 崔荣容主讲POCKET英语语法-50课：B站语法类视频播放量最高，评论区课代表帮你总结笔记，还不快学？传送门： https://www. bilibili.com/video/av26 39206,https://www.zhihu.com/question/265883810/answer/990584633
菇哒日语频,语言/英语,15184,1,1,0,0,0,1,@菇哒日语频 ：自学日语可以关注一下，还会教你唱歌呢hhh,https://www.zhihu.com/question/265883810/answer/990584633
语言类,语言/英语,15184,1,1,0,1,0,0,语言类：英语和日语学习合集，系统课程与技巧均包括。 技能类：绘画/后期/ppt/学习技巧等up主推荐。 综合类 一、十分钟速成课 出自Crash Course，首发YouTube，包含心理学、解剖与生理、历史、知识产权、经济学、物理、哲学、影视鉴赏等系列。,https://www.zhihu.com/question/265883810/answer/990584633
部分合集带中字传送门,语言/英语,15184,1,1,0,0,0,1,部分合集带中字传送门： proko 的人体解剖课程： https://www. bilibili.com/video/av28 986641 proko如何画手： https://www. bilibili.com/video/av28 986641,https://www.zhihu.com/question/265883810/answer/990584633
金融学-1,语言/英语,15184,1,1,0,0,0,1,金融学-1： https://www. bilibili.com/video/av22 282748 金融学-2： https://www. bilibili.com/video/av22 283052 密码学： https://www. bilibili.com/video/av86 5564,https://www.zhihu.com/question/265883810/answer/990584633
金融学-2,语言/英语,15184,1,1,0,0,0,1,金融学-2： https://www. bilibili.com/video/av22 283052 密码学： https://www. bilibili.com/video/av86 5564 英语语法： https://www. bilibili.com/video/av45 888202,https://www.zhihu.com/question/265883810/answer/990584633
雨沫2333,语言/英语,15184,1,1,0,0,0,1,人体解剖学和生理学 [免疫系统]： https://www. bilibili.com/video/av19 796277 （这一系列可搜up主@雨沫2333）,https://www.zhihu.com/question/265883810/answer/990584633
音乐课,语言/英语,15184,1,1,0,0,0,1,音乐课： https://www. bilibili.com/video/av50 334704 天文学： https://www. bilibili.com/video/av47 665877 几何学： https://www. bilibili.com/video/av14 188001,https://www.zhihu.com/question/265883810/answer/990584633
发一个我的公众号,综合知识/泛科普,14760,1,1,0,0,0,1,发一个我的公众号:草堂网文资讯,https://www.zhihu.com/question/327151685/answer/721870787
TED-Ed,学习/考试,14558,1,1,0,1,0,0,【YouTube最好的英语训练课程】1个月提升口语听力n个level (63集完整版)_哔哩哔哩 (゜-゜)つロ 干杯~-bilibili 【TED-ED 700集】B站最全合集，完整刷一遍绝对能让你英语口语起飞！_哔哩哔哩 (゜-゜)つロ 干杯~-bilibili,https://www.zhihu.com/question/376032562/answer/1055161846
化学生物方面,数学/物理,14558,1,1,0,1,0,0,化学生物方面： 对于生物个人比较喜欢 up：生物岳老师 。 视频偏高三复习向，高一新生看的话可能会有听不懂的地方，但总体上思路很清晰。 【高考生物】高中生物一轮二轮大复习（十大思维导图）_哔哩哔哩 (゜-゜)つロ 干杯~-bilibili 【高中生物】必修二（一图知遗传）_哔哩哔哩 (゜-゜)つロ 干杯~-bilibili,https://www.zhihu.com/question/376032562/answer/1055161846
数学方面,数学/物理,14558,1,1,0,1,0,0,数学方面： 作为一个成绩平平的学生，数学对我来说真是让人秃头的科目，不论是高中还是大学，在学校课堂上我经常会有比较多听不懂的，所以经常跑来B站继续学，后面还是懂了挺多，废话少说，开始安利。 第一个：高中数学佟硕。,https://www.zhihu.com/question/376032562/answer/1055161846
文综方面,数学/物理,14558,1,1,0,0,0,1,文综方面： 本人高中是理科生所以对文综不太了解，真是对不住文科的小伙伴们啦。就简单搜集一些我的文科同学们觉得比较赞的B站资源放上来吧。 【高考历史】2018高考历史答题模版·考前救命课_哔哩哔哩 (゜-゜)つロ 干杯~-bilibili 政治选择题轻松满分？比刷1000题都有效！10分钟变身政治学霸，高考分数upupp！_哔哩哔哩 (゜-゜)つロ 干杯~-bilibili 高中生必看！【政治高考90+的背书方法】全市第一的秘籍•政治/…,https://www.zhihu.com/question/376032562/answer/1055161846
物理方面,数学/物理,14558,1,1,0,1,0,0,物理方面： 安利一个 up：陈老师敲黑板 。 投稿的视频很多，基本涵盖高中物理所有知识点了，以前看过他的力学篇，很赞！ 【高考物理】高中物理力学篇（看到你就挖到宝了）_哔哩哔哩 (゜-゜)つロ 干杯~-bilibili,https://www.zhihu.com/question/376032562/answer/1055161846
生物,数学/物理,14558,1,1,0,1,0,0,生物： 评论区有些推荐这位 生物老师肖振龙 的，我给你们搬上来了。但是这位老师在B站上似乎没有账号，视频都是别人搬运上B站的，所以大家要是感兴趣看更多这位老师的课，去B站搜索关键词“肖振龙”会比较好。暂且放上一些别人搬运的视频，要是感兴趣的话大家再去搜索更多的吧。,https://www.zhihu.com/question/376032562/answer/1055161846
第三个,数学/物理,14558,1,1,0,1,0,0,第三个：李永乐老师。 众所周知，这是一位学科全能的老师。 《高三数学复习100讲》系列 我超喜欢！强烈安利！（下边是这系列中的三角函数复习课） 李永乐老师教学视频：《高三数学复习100讲》三角函数_哔哩哔哩 (゜-゜)つロ 干杯~-bilibili,https://www.zhihu.com/question/376032562/answer/1055161846
英语方面,数学/物理,14558,1,1,0,0,0,1,英语方面： 高中我没怎么在B站上学英语，基本都是靠课下积累单词量，每天坚持做阅读来提高成绩，上了大学之后才开始在B站学英语，但是呢， 我觉得英语学习是一个长期的过程，不是仅仅为了高考、为了英语四级。,https://www.zhihu.com/question/376032562/answer/1055161846
语文方面,数学/物理,14558,1,1,0,1,0,0,语文方面： 高中时期还是比较爱这门课的，但学习方式的话主要还是日常课下阅读、偶尔做做题来学习，在B站上学得比较少，就简单推荐我喜欢的两个up吧！ 第一个：董腾语文。涵盖的方面都比较广，我比较喜欢听他讲解诗歌，最关键的是，这位老师上课上着上着就会开车（嘿嘿？），对于知识点的讲解还是给人印象比较深刻的。,https://www.zhihu.com/question/376032562/answer/1055161846
高中数学-高一-高二,数学/物理,14558,1,1,0,1,0,0,高中数学-高一-高二-高三【高考数学专题复习】-【高考数学一轮复习】-【基础篇+提高篇】-【高中数学必修专题复习】-【高中数学选修专题复习】-高一数学-高二数学_哔哩哔哩 (゜-゜)つロ 干杯~-bilibili 第三个：李永乐老师。 众所周知，这是一位学科全能的老师。 《高三数学复习100讲》系列 我超喜欢！强烈安利！（下边是这系列中的三角函数复习课） 李永乐老师教学视频：《高三数学复习100讲》三角函数_哔哩哔哩 (゜-゜)つロ…,https://www.zhihu.com/question/376032562/answer/1055161846
WORD教程,综合知识/泛科普,13833,1,1,0,1,0,0,【WORD教程】--谁说WORD如此简单（11集） Word骚操作，共有11节课，1.1万播放量： 想学习PPT的可以看上面第三个UP主，全是硬核知识，提升你的PPT技能！ 2、语言学习课程： 【英语学习】重头开始学英语，零基础语法入门,https://www.zhihu.com/question/59989404/answer/1155204053
元子弹吉他,综合知识/泛科普,13798,3,3,0,2,1,0,元子弹吉他 ：学习吉他可以去了解元子老师，真的挺好的。 老姚吉他 ：对吉他初学者十分友好，不仅有歌曲教学还有乐理~ 冰零-Mahiru忠诚眷属 ：一百秒乐理系列，用音乐加上注解，让你懂得如果使用更多的和声进行，拓宽音乐想象。 鹦鹉咖 ：编曲与乐理方面的教程，很专业。,https://www.zhihu.com/question/291506148/answer/2810334107
食贫道,综合知识/泛科普,13793,3,2,1,2,1,0,3.食贫道 UP主是央视战地记者，知识渊博。看他的视频，简直是大开眼界！ 北极、叙利亚、俄罗斯……UP主的每一个视频都非常高质，可以说是百万后期，剪辑和镜头都非常赞。 看到叔，我才明白了那句话：好看的皮囊千篇一律，有趣的灵魂万里挑一。最近，叔和央视新闻合作了几期武汉前线的视频，很接地气！,https://www.zhihu.com/question/286163357/answer/1078680364
开始看未明子,人文社科/国际政治,13669,1,1,0,0,1,0,13.开始看未明子 14.试图了解基本的经济学理论，学不会，放弃，加入主义主义 15.意识到主义主义并不能帮助自己解决任何问题 16.开始接触B站魔改版抽象梗 17.现实已成定局，躺平摆烂，和大家一起以鼠鼠自称。,https://www.zhihu.com/question/546163254/answer/2859376030
普通地看动画片和漫画,人文社科/国际政治,13669,1,1,0,1,0,0,1.普通地看动画片和漫画 2.为了方便看动画片，开始使用B站 3.通过高分推荐，看到那年那兔那些事 4.通过相关推荐，关注观察者网和观视频工作室 5.看这就是中国，感觉浑身充满了力量,https://www.zhihu.com/question/546163254/answer/2859376030
幻想浅绿,综合知识/泛科普,13598,2,1,1,2,0,0,2、幻想浅绿 听说关注阿绿的小可爱历史成绩会提高233 教育工作者，史图馆创始人 看到一些小伙伴从初中开始看浅绿，现在都上大学了，依旧很喜欢看，浅绿的图片做的很棒哦，如果你喜欢历史，不妨去鉴定一下。,https://www.zhihu.com/question/291506148/answer/921874626
史上最全韩语教程,综合知识/泛科普,13553,1,1,0,0,0,1,7、史上最全韩语教程 韩语教程，含发音、音标等各种初级入门视频。 人文历史类 1、御史房,https://www.zhihu.com/question/291506148/answer/921874626
奥地利的小胡,综合知识/泛科普,13553,1,1,0,1,0,0,3、奥地利的小胡 一位用散装中文分享美食的专业奥地利西餐厨师，米其林顶尖厨师之徒，每周分享一道西菜谱，视频短小精悍，个人魅力也很足，就算不学做菜当朋友聊天看了也绝对不亏 后面三个是我个人也极力想推荐的，建议一定要去看看，看完觉得对你有帮助的话，记得回来点赞收藏就是对我莫大的鼓励啦。,https://www.zhihu.com/question/291506148/answer/921874626
学习大神YJango,生物/医学健康,13553,1,1,0,0,0,1,2、学习大神YJango 如果你对学习方法感兴趣，如果你不知道如何高效学习，那么建议你去研究他的视频，之所以用“研究”二字，是因为他的内容讲的是最底层的方法论，一次学习会觉得脑瓜疼，但没关系，疼疼更健康，痛苦之后你会笑着过来感谢我，我猜的哈哈。,https://www.zhihu.com/question/291506148/answer/921874626
学习观0,综合知识/泛科普,13553,1,1,0,1,0,0,【学习观0-5集合】为什么有人可以快速掌握一项知识，你却题海战术，为什么有人可以迅速找到解决方案，你却大脑空白_哔哩哔哩 (゜-゜)つロ 干杯~-bilibili 上面这条视频建议感兴趣的可以先看，收藏收藏，不好的不会这么理直气壮的。 3、巫师财经 最后这个墙裂建议去看看，很多地方看不到的内容，巫师帮你开眼，让你了解不一样的财经面。,https://www.zhihu.com/question/291506148/answer/921874626
意外艺术,综合知识/泛科普,13553,1,1,0,1,0,0,3、意外艺术 包含艺术很难吗？意外之魅等频道，带你轻松有趣了解艺术。 4、混乱博物馆,https://www.zhihu.com/question/291506148/answer/921874626
软件操作类,综合知识/泛科普,13553,1,1,0,0,0,1,软件操作类： 1、oeasy 全能办公软件up主，office三件套，ps、pr、ae等软件都有，可以当之无愧的说是在这个江湖混了数十载了吧哈哈，可能当时你还在念小学。 2、优设基础训练营,https://www.zhihu.com/question/291506148/answer/921874626
