sampleId,sourcePlatform,keyword,title,audience,scenario,categories,motives,likedCount,collectedCount,commentCount,sharedCount,engagementScore,hasDetail,descExcerpt,commentNeedSignals,suspectedCommercial,capturedAt
xhs_64fbbdf46b,小红书,女朋友礼物 学生党,送女生0-30岁生日礼物合集🎁【礼物&文案版】,边缘低龄/教师奖励,开学/返校,个护香氛,实用刚需,10192,4844,108,582,17578,yes,0-30岁礼物合集女生版来咯🎉 同样是既实用又有意义，但最重要的是送礼物的那份心意[害羞R][害羞R] 依然是给大家整理了礼物相对应的文案，直接抄作业不谢[偷笑R] 主页还有【0-30岁礼物男生版】快来看看吧👀 #宝宝生日礼物[话题]# #小女孩生日礼物[话题]# #女友生日礼物[话题]##闺蜜礼物[话题]# #愿望清单[话题]# #送给孩子的礼物[话题]# #创意礼物[话题]# #女生礼物[话题]# #小红书礼物季[话题]#,我姐25，马上生日，但是买个按摩椅真的感觉，莫名有点显老，是怎么回事？[doge]况且我也买不起呀~[哭惹R] | 礼物清单，男女都有，无偿分享 | 这是不是你自己想要的[偷笑R] | 那一天的心愿[害羞R],yes,2026-06-12
xhs_aa06c0df5f,小红书,女朋友礼物 学生党,520“实用派”送礼好物清单（🈚️广）,泛学生/同学,开学/返校,宿舍生活|个护香氛|服饰鞋包,实用刚需|颜值/可爱,691,320,21,67,1249,yes,一些自用和送礼都受到好评的产品 高颜值的同时也能让对方实实在在地用上 才是我觉得让人暖心的礼物 清单如下： · stanley水杯 · Tom Ford香水 ·chanel发丝喷雾 ·dyson吹风机 ·大疆pocket 4 ·dior墨镜 ·dior 高光盘 ·miumiu 帆布包 ·拉夫劳伦帽子 #礼物推荐[话题]# #让好物成为礼物[话题]# #好物分享[话题]# #年度好物推荐[话题]# #提升生活品质好物分享[话题]# #我的,太多同款了 发喷给到夯 | 这个帽子哪里买啊 | 帽子不错，好看 | 这个miumiu1000？ 不止吧,yes,2026-06-12
xhs_455873d105,小红书,女朋友礼物 学生党,1000块预算礼物挑选思路（已屏蔽好友）,泛学生/同学,情侣/暧昧送礼,3C数码/配件|个护香氛|服饰鞋包,实用刚需|仪式感/情绪价值|颜值/可爱|社交体面,3910,1797,20,451,6962,yes,一、电子产品类 1.如果对方没有AirPods或者刚好弄丢了，可以送一个AirPods，简单又实用 2.小米音箱也是不错的选择，能提升幸福感 3.宝丽来的拍立得，比较文艺范儿或喜欢拍照的女生会很喜欢 4.喜欢打游戏的其实可以送键盘，但我对键盘没什么研究，懂的可以说说 二、大牌彩妆 1.海蓝之谜润唇膏绝对不会出错 2.香奈儿这个发香喷雾也很可，淡淡的香味 3.没有女生会不喜欢祖玛珑吧？很拿得出手了 4.不建议盲买护肤品、粉底液眼影、口红套,送正常女性朋友，企业高管，小清新一枚，1000元内[doge]，请帮忙推荐。 | 都是这种无聊的东西[哭惹R] | 给个链接 | 这种最有意思了,yes,2026-06-12
xhs_337c8d0547,小红书,女朋友礼物 学生党,女朋友/闺蜜六一礼物推荐！包开心丨两百元内,泛学生/同学,情侣/暧昧送礼,服饰鞋包,平价性价比,287,113,0,15,455,no,,,yes,2026-06-12
xhs_4c625e3cff,小红书,女朋友礼物 学生党,请教大家下，十五岁初中生女孩喜欢什么,初高中生,情侣/暧昧送礼,其他礼物/综合,未显式,250,73,198,32,788,no,,,unknown,2026-06-12
xhs_086c2c0308,小红书,女朋友礼物 学生党,增进情侣之间感情的50个小礼物🎁,泛学生/同学,情侣/暧昧送礼,其他礼物/综合,未显式,160,187,1,19,433,no,,,unknown,2026-06-12
xhs_d4db8b1982,小红书,女朋友礼物 学生党,自存女友礼物清单,泛学生/同学,开学/返校,其他礼物/综合,实用刚需,271,155,16,17,529,no,,,unknown,2026-06-12
xhs_1ee2f3e744,小红书,女朋友礼物 学生党,实用➕平价的情人节送礼清单🎁,泛学生/同学,开学/返校,其他礼物/综合,平价性价比|实用刚需,28,26,3,2,70,no,,,unknown,2026-06-12
xhs_3498bb929f,小红书,女朋友礼物 学生党,更重要的是被惦记的真心，礼物是其次,泛学生/同学,情侣/暧昧送礼,其他礼物/综合,未显式,101,60,8,11,211,no,,,unknown,2026-06-12
xhs_5051608512,小红书,平价礼物 学生,学生党可以送的平价礼物（自用清单）,泛学生/同学,开学/返校,服饰鞋包,平价性价比|实用刚需|颜值/可爱,14131,8445,64,332,25735,yes,选了几件买过的礼物， 根据自己的审美选的，可能会偏复古和古典 但是送女生朋友 她们都超级喜欢 上面的这几件，算是比较平价的礼物，基本上都是百元以内。是一些好价又美丽的小物件🔮 #女生礼物合集[话题]# #平价生日礼物[话题]# #爱用物分享[话题]# #审美积累[话题]# #高颜值礼物[话题]# #,博主可以标价吗 | 有没有链接啊在哪买啊 | 感谢博主 都太好看啦 觉得给朋友送首饰盒很不错 小小的不占地方也很精美实用，店家还提供包装(≧ｗ≦) 不过南山草木染那款找不到了 应该是下架了吧 | 推荐盒子！给爱打扮的朋友可以放首饰，搞二次元的可以做谷美，给朋友送过反馈非常好,yes,2026-06-12
xhs_03224496fb,小红书,平价礼物 学生,学生党自存平价小众礼物day 4,泛学生/同学,泛礼物灵感,其他礼物/综合,平价性价比|颜值/可爱,27,16,0,0,47,no,,,unknown,2026-06-12
xhs_eee59f95f9,小红书,平价礼物 学生,低预算套圈活动奖励学生的小礼品分享,边缘低龄/教师奖励,同学/朋友日常,IP潮玩/玩具|服饰鞋包,平价性价比|实用刚需|颜值/可爱,626,462,16,142,1471,yes,最近策划了一场积分兑换套圈活动 所以买了一些小朋友们可能会喜欢的礼物 秉持着实用有趣低预算的原则 在网上挑了好久 想让大家以开盲袋的形式感受惊喜 所以很认真地选择和包装 很喜欢给别人制造惊喜！✨ #平价小礼物[话题]# #学生小礼品推荐[话题]# #有趣小礼物[话题]# #套圈奖品[话题]# #活动礼品[话题]# #活动礼物[话题]# #礼物推荐[话题]# #创意礼物[话题]# #送给小朋友礼物[话题]# #好看的礼物合集[话题]#,请问，拼装积木，好拼吗？ | 求链接 | 你好，积分兑换套圈怎么操作？ | 我们班的孩子最近迷上了明信片和贴纸[笑哭R],yes,2026-06-12
xhs_ec602d9b7f,小红书,平价礼物 学生,超详细高中生送礼指南（平价无广）,初高中生,同学/朋友日常,食品零食|服饰鞋包,平价性价比|实用刚需,5852,2399,13,136,9200,yes,大家是不是经常不知道送朋友什么礼物？身为高中生又预算有限，害怕送不到朋友喜欢的礼物🎁 希望这份送礼指南可以帮助到你！包含送礼思路，送礼类型，还有如何包装[红色心形R]全程无广！ #平价生日礼物[话题]# #礼物送女生[话题]# #生日礼物推荐[话题]# #女生生日礼物[话题]# #平价实用好物分享[话题]# #高中[话题]# #礼物[话题]#,手工类的怎么选哇[哭惹R] | 猎罪图鉴！ | 这么全这么实用 | 想要那个巧克力的链接[害羞R][萌萌哒R],yes,2026-06-12
xhs_3041308823,小红书,平价礼物 学生,分享一些适合送给朋友的生日礼物78.0🎁,泛学生/同学,同学/朋友日常,其他礼物/综合,平价性价比|仪式感/情绪价值|颜值/可爱,927,344,4,38,1439,yes,#平价生日礼物[话题]# #女生生日礼物[话题]# #可爱好物[话题]# #小众礼物[话题]# #高颜值礼物[话题]# #提升幸福感的小物[话题]# #创意礼物[话题]# #闺蜜礼物[话题]# #礼物送女生[话题]# #家中好物真心话小会[话题]#,我也在给闺闺找礼物，姐妹们有推荐的可以发我评论区吗[害羞R][害羞R] | 谁懂啊，把自己的经历写成歌，做成相框扫码就能听，每一句都很戳.心 5[飞吻R] | 我给我孩子买了这个手表，他真的很喜欢,yes,2026-06-12
xhs_c49d15e15c,小红书,平价礼物 学生,长期主义｜考研党必备好物分享！🧸,大学生,开学/返校,3C数码/配件|文具手账|宿舍生活|饰品配件|服饰鞋包,平价性价比|实用刚需|仪式感/情绪价值,1404,475,7,54,2116,yes,本期是考研好物分享第二弹！ 看看有没有宝宝们需要的好物吧 #学生党平价好物[话题]# #翻包记[话题]# #考研[话题]# #考研好物[话题]# #学生党好物分享[话题]# #笔记本[话题]##大学生爱用[话题]# #年度幸福感好物[话题]# #护腰坐垫[话题]# #可调节腰靠[话题]#,托特包包和平板多少钱？ | 插排在哪买啊 识图没搜到[抽泣R] | 小风扇是充电款还是插电款 | 他们说到处评论评论就会有流量,unknown,2026-06-12
xhs_79d89b23f7,小红书,平价礼物 学生,我也太会买班级奖励啦！,边缘低龄/教师奖励,班级奖励/集体分发,文具手账|IP潮玩/玩具|服饰鞋包,平价性价比|实用刚需|颜值/可爱,2852,2202,26,535,6568,yes,结合班级优化大师上的积分在每周班会课进行兑换，学生都很喜欢🎁 🔗大家自行甄别哈 #小学英语教师[话题]# #小学生礼物[话题]# #学生奖励[话题]# #小学班主任[话题]# #扭蛋机[话题]# #办公桌上有什么[话题]# #老师鼓励学生[话题]# #可爱小物件[话题]#,我有八个班级，自掏腰包，一学期换三次，要破产了 | 都是什么价格啊？ | 便利贴有链接吗 | 世界名校的积木不错，,yes,2026-06-12
xhs_5ca5d4460a,小红书,平价礼物 学生,预算百元｜小众设计礼物🎁彰显你的好品味,泛学生/同学,泛礼物灵感,其他礼物/综合,平价性价比|颜值/可爱,827,386,15,31,1404,no,,,unknown,2026-06-12
xhs_07432b2b01,小红书,平价礼物 学生,小学生礼物推荐！ 200元内实用又可爱！,边缘低龄/教师奖励,泛礼物灵感,其他礼物/综合,平价性价比|实用刚需|颜值/可爱,665,398,17,111,1382,no,,,yes,2026-06-12
xhs_7844acaa06,小红书,平价礼物 学生,🧸私藏|6⃣家小众有趣平价の礼物合集🧀,泛学生/同学,开学/返校,文具手账|宿舍生活,平价性价比|实用刚需|颜值/可爱,993,560,4,36,1783,yes,📣Hi！这里是橘汁 🔆宝藏创意有趣的礼🎁物合集来啦！！！ 周五快乐呀[大笑R]今天有什么收货呀～今天橘汁给大家搜罗了一些好看又实用的小物件✅送朋友、送自己都是很不错的选择🤣精致的香薰蜡烛、懒人沙发、早八必备水杯💕、蜡笔小新车载香薰…… 快来一起康[看R]康吧～ — 1⃣🍑Four meals Four seasons设计师店 2⃣🍑不想失业 3⃣🍑可爱日子 温柔杂货铺 4⃣🍑森女派对SNPD 5⃣🍑薏泰泰创意小铺 6⃣御壶茗香居家百货 ,@叫我小可爱 | 一件代发嘛,yes,2026-06-12
xhs_8c1c3c253d,小红书,平价礼物 学生,盘点小学生喜爱的年度小奖品，便宜又可爱☺️,边缘低龄/教师奖励,班级奖励/集体分发,文具手账|饰品配件|IP潮玩/玩具|食品零食|服饰鞋包,平价性价比|颜值/可爱|社交体面,5199,3445,92,846,11130,yes,散学典礼又要准备发一波小奖品啦，趁着这次机会盘点一下这一学年学生兑换率很高的奖品吧[飞吻R] 这些奖品绝大部分由班级经费购买，并且保证每个孩子都有机会兑换哦[害羞R] 1️⃣恐龙蛋！ 必须站c位！显眼包小奖品！花里胡哨但学生就是很爱[笑哭R]每次换完立刻去厕所用水泡“孵化”，然后开始炫耀自己获得了xxx龙…… 2️⃣牛奶盒橡皮擦 首先盒子很可爱很吸引人，其次橡皮擦让人有种想一直切开的欲望，跟黄油饼干似的…… （这个奖品我是不允许他们在课,六年级不知道准备啥，吃的用的都不感兴趣，麻了 | 我之前是小学生，我必须说话，我小时候不会很喜欢这种，就是可能我本来就获得成绩就简单地获得成绩的喜悦哈，但是这种奖励就有点土，然后不如送正版文具啥的 | 恐龙蛋，看着不错啊 | 那个牛奶盒橡皮我买过，很受学生欢迎[doge],yes,2026-06-12
xhs_2cfd00e6b8,小红书,平价礼物 学生,小朋友的快乐很简单！便宜的奖励物品👍,边缘低龄/教师奖励,同学/朋友日常,其他礼物/综合,平价性价比,76,56,1,15,172,no,,,unknown,2026-06-12
xhs_98e4d4333c,小红书,平价礼物 学生,儿童挑礼物，实用性价比两手抓,边缘低龄/教师奖励,毕业/升学,3C数码/配件|IP潮玩/玩具|定制纪念,平价性价比|实用刚需|定制纪念,3846,1132,189,423,6329,yes,给0 - 15岁孩子选礼物可太难了，便宜的怕质量不行，贵的又肉疼，挑来选去，选择困难症都要犯了。选对礼物，不仅能让孩子开心，还能助力成长。要是选错，钱花了不说，孩子不喜欢，放家里还占地方。 别愁啦！今天就给大家分享那些性价比超高的礼物，绝对实用又不贵，不玩虚的，直接上干货，闭眼抄作业就行👇 #儿童节礼物[话题]# #儿童礼物[话题]# #618小红书买买节[话题]# #宝宝礼物[话题]# #益智玩具[话题]# #育儿经验分享[话题]# ,虽然我12岁，但是这里提供的10到15岁的礼物我都不喜欢[捂脸R] | 7岁不知道买什么了，0-15岁的礼物，除了头戴式耳机，另外全买过了[笑哭R]，怎么办，不知道送什么了[笑哭R] | 我想知道12岁女孩喜欢什么，小学毕业礼送什么好 | 显微镜是鸡肋吗,yes,2026-06-12
xhs_534e349582,小红书,平价礼物 学生,儿童礼物你还不知道送什么？,边缘低龄/教师奖励,泛礼物灵感,文具手账|IP潮玩/玩具,平价性价比|实用刚需,3384,1149,30,373,5496,yes,如果你还不知道怎么发现孩子的爱好，不如从孩子的礼物入手，0-15岁儿童礼物列表让你帮助孩子找到他|她的潜力值。,分享你们的觉得有趣的玩具，让孩子的生活更有色彩。 | 买的显微镜，学习生物课也能用到，还是挺有意思的。 | 六年级男孩喜欢什么，想选礼物给外甥 | toy,yes,2026-06-12
xhs_f7895714d8,小红书,平价礼物 学生,六一送孩子礼物清单｜闭眼入不踩雷✨,泛学生/同学,开学/返校,其他礼物/综合,平价性价比|实用刚需,39,14,0,5,64,no,,,unknown,2026-06-12
xhs_6db5396b61,小红书,平价礼物 学生,🥳朋友收到超开心的礼物分享🧾(15/100),泛学生/同学,同学/朋友日常,其他礼物/综合,平价性价比,352,164,7,34,630,no,,,unknown,2026-06-12
xhs_e5ae010ddc,小红书,仪式感礼物 学生,全班都抢着要的高颜值奖品，低成本搞定！,边缘低龄/教师奖励,同学/朋友日常,文具手账|饰品配件|IP潮玩/玩具|服饰鞋包,平价性价比|实用刚需|仪式感/情绪价值|颜值/可爱,934,618,1,175,2001,yes,班级奖品天花板来了！ 平价｜实用｜高颜值｜学生超爱 课堂小奖励、期末表彰都适配 几块钱就能拥有的快乐 孩子学习动力直接拉满💯 老师/班委闭眼抄作业！ ✅街景积木：男孩女孩都能玩，不挑人，当集体奖品、进步奖、优秀奖都合适。 ✅搞怪笔筒：可爱、沙雕、搞怪造型，学生看到就想要，比普通文具吸睛太多。 ✅变色烤鸭：遇阳光/紫外线就变“烤鸭色”，室内变回小白鸭，学生觉得超神奇。 ✅包子捏捏乐：白白胖胖超萌，软乎乎超回弹，捏下去像真包子，学习累了捏一,@C桶,yes,2026-06-12
xhs_3041308823,小红书,仪式感礼物 学生,分享一些适合送给朋友的生日礼物78.0🎁,泛学生/同学,同学/朋友日常,其他礼物/综合,平价性价比|仪式感/情绪价值|颜值/可爱,927,344,4,38,1439,yes,#平价生日礼物[话题]# #女生生日礼物[话题]# #可爱好物[话题]# #小众礼物[话题]# #高颜值礼物[话题]# #提升幸福感的小物[话题]# #创意礼物[话题]# #闺蜜礼物[话题]# #礼物送女生[话题]# #家中好物真心话小会[话题]#,我也在给闺闺找礼物，姐妹们有推荐的可以发我评论区吗[害羞R][害羞R] | 谁懂啊，把自己的经历写成歌，做成相框扫码就能听，每一句都很戳.心 5[飞吻R] | 我给我孩子买了这个手表，他真的很喜欢,yes,2026-06-12
xhs_4e68f716aa,小红书,仪式感礼物 学生,儿童节礼物2⃣️:小朋友们都喜欢的创意手工。,边缘低龄/教师奖励,同学/朋友日常,其他礼物/综合,仪式感/情绪价值,666,463,28,30,1368,no,,,unknown,2026-06-12
xhs_1a4c1c7af6,小红书,仪式感礼物 学生,教培老师送学生小礼物推荐！第二弹来咯,泛学生/同学,班级奖励/集体分发,其他礼物/综合,仪式感/情绪价值,62,25,6,8,118,no,,,yes,2026-06-12
xhs_b1ec0d99e6,小红书,仪式感礼物 学生,送礼指南丨ins风满满💡创意实用礼物1️⃣3️⃣,泛学生/同学,泛礼物灵感,其他礼物/综合,实用刚需|仪式感/情绪价值,161,120,9,15,357,no,,,unknown,2026-06-12
xhs_c9f4052896,小红书,仪式感礼物 学生,10岁小朋友生日礼物合集🦄必须送到心坎上,边缘低龄/教师奖励,同学/朋友日常,IP潮玩/玩具|食品零食|服饰鞋包,仪式感/情绪价值,8475,4500,108,1522,16824,yes,外甥女10岁啦！准备了10个礼物～（实际超了[偷笑R]） 平时家里娃娃玩偶太多了，这次娃娃类的都没有准备 10岁生日我们也准备了大红包🧧不过小孩子肯定还是喜欢实际的礼物哒！ 把10个礼物都包起来，装进大号的礼物盒🎁礼物盒也是特地挑的外甥女喜欢的粉粉三丽欧，一整个体验拆礼物的快感，情绪价值拉满[派对R] #小女孩生日礼物[话题]# #生日礼物推荐[话题]# #给孩子的仪式感[话题]# #小学生礼物[话题]##10岁生日[话题]#,这个可以给个店铺吗 | 求问同款尺寸[哭惹R][哭惹R] | 都觉得不错，有没有链接 | 巧克力是哪家呀,yes,2026-06-12
xhs_a5a6ec37ad,小红书,仪式感礼物 学生,🤲🏻Share｜一些让朋友平日能想起你的小礼物,泛学生/同学,同学/朋友日常,其他礼物/综合,仪式感/情绪价值,562,366,9,19,1083,no,,,unknown,2026-06-12
xhs_f7895714d8,小红书,仪式感礼物 学生,六一送孩子礼物清单｜闭眼入不踩雷✨,泛学生/同学,开学/返校,其他礼物/综合,实用刚需|仪式感/情绪价值,39,14,0,5,64,no,,,unknown,2026-06-12
xhs_fb03f48b9f,小红书,仪式感礼物 学生,教培 学生礼物,泛学生/同学,开学/返校,定制纪念,仪式感/情绪价值|定制纪念,655,438,28,129,1473,yes,百万教培礼物篇：送什么之给学生的转介绍礼物！———你的礼物我的礼物好像不一样！#独立教师[话题]# #教培[话题]# #加油教培人[话题]# #教育新机遇[话题]# #线上教学[话题]# #毕业季礼物[话题]# #开学礼物[话题]# #独立老师[话题]# #教师职业发展[话题]# #教培转型[话题]#,泡泡玛特还有卡啊 | 怎么进群啊 | 我要进群[哭惹R] | 不是，你怎么这么聪明的，怎么想出来的[哇R]马上去运用了,unknown,2026-06-12
xhs_534e349582,小红书,仪式感礼物 学生,儿童礼物你还不知道送什么？,边缘低龄/教师奖励,泛礼物灵感,文具手账|IP潮玩/玩具,实用刚需|仪式感/情绪价值,3384,1149,30,373,5496,yes,如果你还不知道怎么发现孩子的爱好，不如从孩子的礼物入手，0-15岁儿童礼物列表让你帮助孩子找到他|她的潜力值。,分享你们的觉得有趣的玩具，让孩子的生活更有色彩。 | 买的显微镜，学习生物课也能用到，还是挺有意思的。 | 六年级男孩喜欢什么，想选礼物给外甥 | toy,yes,2026-06-12
xhs_7427c246db,小红书,仪式感礼物 学生,高考礼物🎁 | 送给高考生的实用好寓意礼物,泛学生/同学,毕业/升学,其他礼物/综合,实用刚需|仪式感/情绪价值,39,14,1,6,68,no,,,unknown,2026-06-12
xhs_c49d15e15c,小红书,仪式感礼物 学生,长期主义｜考研党必备好物分享！🧸,大学生,开学/返校,3C数码/配件|文具手账|宿舍生活|饰品配件|服饰鞋包,平价性价比|实用刚需|仪式感/情绪价值,1404,475,7,54,2116,yes,本期是考研好物分享第二弹！ 看看有没有宝宝们需要的好物吧 #学生党平价好物[话题]# #翻包记[话题]# #考研[话题]# #考研好物[话题]# #学生党好物分享[话题]# #笔记本[话题]##大学生爱用[话题]# #年度幸福感好物[话题]# #护腰坐垫[话题]# #可调节腰靠[话题]#,托特包包和平板多少钱？ | 插排在哪买啊 识图没搜到[抽泣R] | 小风扇是充电款还是插电款 | 他们说到处评论评论就会有流量,unknown,2026-06-12
xhs_07432b2b01,小红书,仪式感礼物 学生,小学生礼物推荐！ 200元内实用又可爱！,边缘低龄/教师奖励,泛礼物灵感,其他礼物/综合,实用刚需|仪式感/情绪价值|颜值/可爱,665,398,17,111,1382,no,,,yes,2026-06-12
xhs_61346cfaab,小红书,仪式感礼物 学生,存一些送朋友的可爱礼物,泛学生/同学,同学/朋友日常,其他礼物/综合,仪式感/情绪价值|颜值/可爱,1163,600,18,38,2036,yes,#可爱好物[话题]# #让心情美丽的小物件[话题]# #可爱小物[话题]# #有意义的礼物[话题]# #创意礼物[话题]# #生日礼物推荐[话题]# #我家的可爱怪东西[话题]# #礼物[话题]# #小众礼物[话题]#,请问下破壳鸡蛋冰箱贴有链接吗？ | 求第一个链接 | 第一个好有意思！ | 第一个怎么买呀,yes,2026-06-12
xhs_f93a48441d,小红书,仪式感礼物 学生,✨六一儿童节礼物清单｜孩子收到会尖叫,边缘低龄/教师奖励,开学/返校,其他礼物/综合,实用刚需|仪式感/情绪价值,434,291,9,62,923,no,,,unknown,2026-06-12
xhs_2b6fd48b67,小红书,仪式感礼物 学生,OMG这个毕业礼物我好爱！！！！,泛学生/同学,毕业/升学,定制纪念,仪式感/情绪价值|定制纪念,14,10,1,6,38,no,,,unknown,2026-06-12
xhs_3df13ee4b1,小红书,仪式感礼物 学生,9岁女孩儿童节求推荐,边缘低龄/教师奖励,同学/朋友日常,服饰鞋包,仪式感/情绪价值|颜值/可爱,356,132,84,46,764,yes,精致不肉疼的儿童节礼物，很需要！ 六一儿童节马上就快到了。倒计时20天精致仪式感必须到位。#小女孩生日礼物[话题]# #儿童节礼物[话题]# #小学生礼物[话题]# 但是送什么礼物呢？选了很多，还是纠结，不知道送什么。 姐妹们，你们都给宝宝选了什么礼物呢？ 发出来给我参考一下。,儿童喜不喜欢不知道。30➕的老阿姨可喜欢了[笑哭R] | 这个，没有小朋友不喜欢汪汪队！ | 想的脑壳疼，望远镜，labubu，化妆类首饰盒估计也会很爱 | 买个无人机或者平衡车,yes,2026-06-12
xhs_6bd355ffab,小红书,毕业礼物 学生,被我的中考加油礼物好看晕了,初高中生,毕业/升学,定制纪念,颜值/可爱|定制纪念,557,399,448,134,2172,yes,终于轮到我们大显身手了 考前一个月冲刺 大家都挺紧张 没想到收到了班主任发给大家的加油礼物 真的太有趣了 焦虑的情绪一下子变成大家开心的欢笑 收拾情绪，整装待发 祝我们都全力以赴，前程似锦✨ #毕业喜事[话题]# #中考加油[话题]# #中考加油礼物[话题]# #高考加油[话题]# #高考加油礼物[话题]# #中高考加油礼物[话题]# #考生礼物[话题]# #毕业班礼物[话题]# #毕业礼物[话题]# #毕业季[话题]#,怎么拍 | 怎么买？ | 怎么买 | 这个怎么买,unknown,2026-06-12
xhs_44927828bf,小红书,毕业礼物 学生,给第一届学生的毕业礼物🎓,泛学生/同学,毕业/升学,定制纪念,定制纪念,542,317,40,125,1221,no,,,unknown,2026-06-12
xhs_414e802811,小红书,毕业礼物 学生,毕业季给可爱的孩子们画副小卡头像,泛学生/同学,毕业/升学,定制纪念,颜值/可爱|定制纪念,152,96,6,17,313,no,,,unknown,2026-06-12
xhs_2cca07a975,小红书,毕业礼物 学生,毕业之礼物篇（二）,大学生,毕业/升学,文具手账|宿舍生活|个护香氛|IP潮玩/玩具|定制纪念|服饰鞋包,实用刚需|仪式感/情绪价值|颜值/可爱|定制纪念,830,162,185,43,1474,yes,又到毕业季，想起去年整理的礼物笔记还没发完，这里又找了一些平时朋友送的礼物，供大家参考。毕业快乐！[玫瑰R][玫瑰R][玫瑰R] p1：非遗的手工花朵相框，可以选择朋友喜欢或者有特别寓意的花。 p2：这个保温杯比较小巧，适合女生用，有绳子拿着很方便，里头有茶漏。 p3：超级心水的水杯！颜值很高，感觉没有拍出它的美，我记得有两三个颜色，都很好看！ p4：拍着突然发现这个日历也很不错，看着心情很好，另外这个大一点的也是朋友送的，款式不同，但,送过这个[萌萌哒R] | 之前送的香水，和我的同款想让他喷的时候就能想起我，当然这个适合送给比较好的朋友！ | 好用心！！ | 送这个~,unknown,2026-06-12
xhs_f4679249a3,小红书,毕业礼物 学生,均价不超10元！这些盲盒让课堂效率翻倍,泛学生/同学,毕业/升学,IP潮玩/玩具|定制纪念,实用刚需|定制纪念,203,206,9,35,540,no,,,unknown,2026-06-12
xhs_2b6fd48b67,小红书,毕业礼物 学生,OMG这个毕业礼物我好爱！！！！,泛学生/同学,毕业/升学,定制纪念,定制纪念,14,10,1,6,38,no,,,unknown,2026-06-12
xhs_6a9d000a69,小红书,毕业礼物 学生,家委会要开始准备礼物了🎁,边缘低龄/教师奖励,毕业/升学,定制纪念|服饰鞋包,颜值/可爱|定制纪念,621,665,571,75,2739,yes,有没有特别的送小学毕业生礼物推荐，50份左右#毕业礼物[话题]# #毕业季[话题]# #小学生礼物[话题]# #拜托各位了[话题]# #有意义的礼物[话题]#,只有我三月就已经订好了吗[笑哭R] | 这个 这个好看 | 我准备了这个给小孩，很可爱，自掏腰包也不心疼 | 那我就不得不拿出我去年的这个了[笑哭R][笑哭R][笑哭R],yes,2026-06-12
xhs_81ed87832e,小红书,毕业礼物 学生,我们毕业啦❗️,初高中生,毕业/升学,饰品配件|定制纪念|服饰鞋包,实用刚需|定制纪念,3944,3292,90,813,9622,yes,看到同事给孩子们定制了杯子，心痒难耐， 比较之后感觉帆布袋会更日常实用一些，耶耶期待收货[哇R] #我们毕业啦[话题]# #毕业快乐[话题]# #毕业礼物[话题]#,图片是怎么画的呀？ | 请问这个印出来后名字看得清吗 | 请问有链接吗[红色心形R] | 这个真不错哎 但是如何在学生不知情的情况下 骗他们画自己的样子呢 高三小孩不好骗呢,yes,2026-06-12
xhs_70ec9b0c8a,小红书,毕业礼物 学生,毕业礼物🎓准备好了吗,泛学生/同学,毕业/升学,定制纪念,定制纪念,1323,876,96,291,3089,yes,又到了一年一度的毕业季 分享最近高校们定制的毕业礼物 每个角度看都有彩虹般的颜色 这不就是五彩斑斓的青春吗 #毕业季[话题]# #毕业礼物[话题]# #毕业礼物定制[话题]#,感谢大家的喜爱[飞吻R][飞吻R][飞吻R] | 多少 | 怎么定制啊 | 问价,unknown,2026-06-12
xhs_27c8da0836,小红书,毕业礼物 学生,高三学生送什么毕业礼物,初高中生,毕业/升学,定制纪念,定制纪念,348,104,83,32,697,no,,,unknown,2026-06-12
xhs_0914ca998f,小红书,毕业礼物 学生,教师Plog｜拼图当礼物！特别！（附🔗）,边缘低龄/教师奖励,毕业/升学,文具手账|定制纪念,定制纪念,9294,9317,208,1883,24646,yes,#快门闪过毕业季[话题]# ▪️每一个毕业季都是学生们人生旅程中的一个转折点 因为自己觉得拼图有意思，去年刷到了一个老师给学生准备拼图礼物，就想好了也给他们准备拼图当毕业礼物。 ▪️准备材料： 1⃣️选照片和句子，把学生名字p上去（这一步我是直接找@李子老师～ 买的 ）比较省事了 2⃣️定制拼图（pxx） 趁着618活动在pxx定制的，质量还不错，不会掉渣 3⃣️单独买透明罐子，尺寸在图中了，放120片的拼图刚刚好。 4⃣️把拼图照片打,他们也配[笑哭R] | 第一届我会这么做，现在不会了[笑哭R] | 突然觉得我做的不香了[哭惹R][哭惹R][哭惹R] | 我的[偷笑R],yes,2026-06-12
xhs_e94081ef7f,小红书,毕业礼物 学生,辅导员给学生送毕业礼物送什么合适,泛学生/同学,毕业/升学,定制纪念,定制纪念,11,5,33,4,89,no,,,unknown,2026-06-12
xhs_35ac2c1b05,小红书,毕业礼物 学生,小众又高级的毕业礼物大全！🎓,泛学生/同学,毕业/升学,文具手账|饰品配件|定制纪念,颜值/可爱|定制纪念,1634,1373,70,250,3933,yes,1.水波纹名字钥匙扣 2.电影纪念票根 3.送别挂件 4.毕业朋友圈透卡 5.状元书签 6.水波纹纪念票根 7.照片电影票 8.镭射纪念卡 #毕业礼物送老师[话题]# #毕业礼物[话题]##礼物[话题]##班主任同学[话题]#,礼貌问价，水波纹名字钥匙扣，47人，什么价格 | 2和7怎么买呀 | 7还可以定制吗 | 还可以定制吗,unknown,2026-06-12
